Index, Title, Author, Author_Link, Author_Image, Author_Born, Author_Web, Author_Bio 
71, The Girl in the Spider's Web (Millennium #4), David Lagercrantz, https://www.goodreads.com/author/show/242659.David_Lagercrantz, https://images.gr-assets.com/authors/1558362373p5/242659.jpg, Sweden, http://www.davidlagercrantz.se/Home.htm," David Lagercrantz, born in 1962, is a journalist and author, living in Stockholm. His first book was published in 1997, a biography of the Swedish adventurer and mountaineer Göran Kropp. In 2000 his biography on the inventor Håkan Lans, A Swedish Genious, was published. His breakthrough as a novelist was Fall of Man in Wilmslow, a fictionalised novel about the British mathematician Alan Turing. In David Lagercrantz' writing you can often see a pattern: major talents who refuse to follow convention. He has been interested not only in what it takes to stand out from the crowd, but also in the resistance that such creativity inevitably faces.In 2011 his best-selling sports biography I am Zlatan Ibrahimović was published, one of the most succes"
72, The Fifth Gospel, Ian Caldwell, https://www.goodreads.com/author/show/11111.Ian_Caldwell, https://images.gr-assets.com/authors/1422460776p5/11111.jpg, The United States,," Ian Caldwell is an American novelist. After graduating from Princeton University in 1998, he and his childhood friend Dustin Thomason co-wrote the semi-autobiographical The Rule of Four, which was published in 2004.Caldwell and Thomason graduated from the Thomas Jefferson High School for Science and Technology, in Fairfax County, Virginia, in 1994. Caldwell was a Phi Beta Kappa in history at Princeton. In 2005, Caldwell's wife, Meredith, gave birth to their first child, Ethan Sawyer Caldwell. They live in Vienna, Virginia."
73, A Thousand Pieces of You (Firebird #1), Claudia Gray, https://www.goodreads.com/author/show/1192311.Claudia_Gray, https://images.gr-assets.com/authors/1234643683p5/1192311.jpg, The United States, http://www.claudiagray.com/," Claudia Gray is not my real name. I didn't choose a pseudonym because my real name is unpleasant (it isn't), because I'd always dreamed of calling myself this (I haven't) or even because I'm hiding from the remnants of that international diamond-smuggling cartel I smashed in 2003 (Interpol has taken care of them). In short, I took a pseudonym for no real reason whatsoever. Sometimes this is actually the best reason to do things.I live in New Orleans. So far, in life, I've been a disc jockey, a lawyer, a journalist and an extremely bad waitress, just to name a few. I especially like to spend time traveling, hiking, reading and listening to music. More than anything else, I enjoy writing. "
74, Shadows (The Rephaim #1), Paula Weston, https://www.goodreads.com/author/show/5446913.Paula_Weston, https://images.gr-assets.com/authors/1393844186p5/5446913.jpg, Australia, http://www.paula-weston.com," Paula Weston is the author of the Rephaim series (Shadows, Haze, Shimmer and Burn). The Undercurrent, a stand-alone speculative thriller set in near-future Australia, is now available in Australia and New Zealand.Paula worked as a print journalist for many years before becoming a government media and communication specialist. Today she also co-owns a two-woman communication and design agency.She grew up in regional South Australia and now lives in Brisbane, Queensland, with her husband."
75, The Assassin (Isaac Bell #8), Clive Cussler, https://www.goodreads.com/author/show/18411.Clive_Cussler, https://images.gr-assets.com/authors/1225620641p5/18411.jpg," Alhambra, The United States", http://www.cusslerbooks.com/," Cussler began writing novels in 1965 and published his first work featuring his continuous series hero, Dirk Pitt, in 1973. His first non-fiction, The Sea Hunters, was released in 1996. The Board of Governors of the Maritime College, State University of New York, considered The Sea Hunters in lieu of a Ph.D. thesis and awarded Cussler a Doctor of Letters degree in May, 1997. It was the first time since the College was founded in 1874 that such a degree was bestowed. Cussler was an internationally recognized authority on shipwrecks and the founder of the National Underwater and Marine Agency, (NUMA) a 501C3 non-profit organization (named after the fictional Federal agency in his novels) that dedicates itself to preserving American maritime a"
76, Die Again (Rizzoli & Isles #11), Tess Gerritsen, https://www.goodreads.com/author/show/18149.Tess_Gerritsen, https://images.gr-assets.com/authors/1416348007p5/18149.jpg, The United States, http://www.tessgerritsen.com/," Internationally bestselling author Tess Gerritsen took an unusual route to a writing career. A graduate of Stanford University, Tess went on to medical school at the University of California, San Francisco, where she was awarded her M.D.While on maternity leave from her work as a physician, she began to write fiction. In 1987, her first novel was published. Call After Midnight, a romantic thriller, was followed by eight more romantic suspense novels. She also wrote a screenplay, ""Adrift"", which aired as a 1993 CBS Movie of the Week starring Kate Jackson.Tess's first medical thriller, Harvest, was released in hardcover in 1996, and it marked her debut on the New York Times bestseller list. Her suspense novels since then have been: Life Suppo"
77, Insatiable Appetites (Stone Barrington #32), Stuart Woods, https://www.goodreads.com/author/show/3936.Stuart_Woods, https://images.gr-assets.com/authors/1202427385p5/3936.jpg," Manchester, Georgia, The United States", http://www.stuartwoods.com/," Stuart Woods was the author the New York Times-bestselling Stone Barrington series and Holly Barker series. He was an avid private pilot, flying his own jet on book tours. "
78, The Fixer, Joseph Finder, https://www.goodreads.com/author/show/63460.Joseph_Finder, https://images.gr-assets.com/authors/1539972724p5/63460.jpg," Chicago IL, The United States", http://www.josephfinder.com," Joseph Finder is the author of the forthcoming novel JUDGMENT and fourteen other novels, many of them New York Times bestsellers, published in 35 countries around the world. His book HIGH CRIMES was adapted into a movie starring Morgan Freeman and Ashley Judd, PARANOIA was made into the Harrison Ford/Gary Oldman film. He was born in Chicago, lived in the Philippines, Afghanistan, Washington State, and upstate New York. His novels have won numerous awards, including the Strand Critics award, the Barry Award, and the International Thriller Writers’ Thriller Award for best novel. His first novel, THE MOSCOW CLUB, was named by Publishers Weekly as one of the 10 best spy novels of all time. He lives with his wife in Boston and Cape Cod, where he"
79, The Assassination Option (Clandestine Operations #2), W.E.B. Griffin, https://www.goodreads.com/author/show/1415338.W_E_B_Griffin, https://images.gr-assets.com/authors/1322727411p5/1415338.jpg," Newark, New Jersey, The United States", http://www.webgriffin.com," W.E.B. Griffin was one of several pseudonyms for William E. Butterworth III. From the Authors Website:W.E.B. Griffin was the #1 best-selling author of more than fifty epic novels in seven series, all of which have made The New York Times, The Wall Street Journal, Publishers Weekly, and other best-seller lists. More than fifty million of the books are in print in more than ten languages, including Hebrew, Chinese, Japanese, and Hungarian. Mr. Griffin grew up in the suburbs of New York City and Philadelphia. He enlisted in the United States Army in 1946. After basic training, he received counterintelligence training at Fort Holabird, Maryland. He was assigned to the Army of Occupation in Germany, and ultimately to the staff of then-Major Gene"
80, The Third Target (J. B. Collins #1), Joel C. Rosenberg, https://www.goodreads.com/author/show/221833.Joel_C_Rosenberg, https://images.gr-assets.com/authors/1314284800p5/221833.jpg, The United States, http://www.joelrosenberg.com," Librarian Note: There is more than one author in the Goodreads database with this name. Note: This is a different person than the fantasy author, Joel RosenbergJoel C. Rosenberg is the founder of The Joshua Fund and the New York Times best-selling author of THE LAST JIHAD (2002), THE LAST DAYS (2003), THE EZEKIEL OPTION (2005), THE COPPER SCROLL (2006), EPICENTER (2006) and DEAD HEAT (2008) with more than 1.5 million copies in print. THE EZEKIEL OPTION was named by the ECPA as the Gold Medallion winner of the ""Best Novel of 2006."" Joel, an evangelical Christian whose mother is Gentile and whose father is from an Orthodox Jewish background, previously worked with several U.S. and Israeli leaders, including Steve Forbes, former Israeli Deputy"
81, Dead Ice (Anita Blake Vampire Hunter #24), Laurell K. Hamilton, https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton, https://images.gr-assets.com/authors/1399387919p5/9550.jpg," Heber Springs, Arkansas, The United States", http://www.laurellkhamilton.com/," Laurell K. Hamilton is one of the leading writers of paranormal fiction. A #1 New York Times bestselling author, Hamilton writes the popular Anita Blake, Vampire Hunter novels and the Meredith Gentry series. She is also the creator of a bestselling comic book series based on her Anita Blake novels and published by Marvel Comics. Hamilton is a full-time writer and lives in the suburbs of St. Louis with her family."
82, Brothers Forever, Patrick Winsor, https://www.goodreads.com/author/show/14611951.Patrick_Winsor, https://images.gr-assets.com/authors/1448074462p5/14611951.jpg, ,,
83, The Wild Truth, Carine McCandless, https://www.goodreads.com/author/show/7055520.Carine_McCandless, https://images.gr-assets.com/authors/1403378283p5/7055520.jpg, , http://www.carinemccandless.com/," * Please visit Carine's website for a list of all upcoming events. Carine McCandless is an entrepreneur, activist and mother. She has been successfully self-employed since she started her first company at the age of nineteen. Carine's upcoming memoir, The Wild Truth, published by Harper One, an imprint of Harper Collins, will be released in November, 2014.Carine is the sister of literary icon Chris McCandless, a.k.a. Alexander Supertramp, whose life story captured the hearts of millions of people around the world. She played a vital role in the success of Into the Wild, the internationally bestselling book written by Jon Krakauer. Krakauer endorses Carine as ""a gifted communicator, she is engaging, inspiring, and bracingly outspoken."" Into "
84, Trust No One, Jayne Ann Krentz, https://www.goodreads.com/author/show/2387.Jayne_Ann_Krentz, https://images.gr-assets.com/authors/1446933865p5/2387.jpg, The United States, http://www.JayneAnnKrentz.com/," The author of over 50 consecutive New York Times bestsellers, JAYNE ANN KRENTZ writes romantic-suspense in three different worlds: Contemporary (as Jayne Ann Krentz), historical (as Amanda Quick) and futuristic (as Jayne Castle). There are over 30 million copies of her books in print. She earned a B.A. in History from the University of California at Santa Cruz and went on to obtain a Masters degree in Library Science from San Jose State University in California. Before she began writing full time she worked as a librarian in both academic and corporate libraries.Ms. Krentz is married and lives with her husband, Frank, in Seattle, Washington. "
85, Flesh and Blood (Kay Scarpetta #22), Patricia Cornwell, https://www.goodreads.com/author/show/1025097.Patricia_Cornwell, https://images.gr-assets.com/authors/1608833403p5/1025097.jpg," Miami, Florida, The United States", http://www.patriciacornwell.com/," Patricia Cornwell sold her first novel, Postmortem, in 1990 while working as a computer analyst at the Office of the Chief Medical Examiner in Richmond, Virginia. Postmortem, was the first bona fide forensic thriller. It paved the way for an explosion of entertainment featuring in all things forensic across film, television and literature. Postmortem would go on to win the Edgar, Creasey, Anthony, and Macavity awards as well as the French Prix du Roman d’Aventure prize – the first book ever to claim all these distinctions in a single year. To date, Cornwell’s books have sold some 100 million copies in thirty-six languages in over 120 countries. She’s authored twenty-nine New York Times bestsellers.Patricia’s novels center primarily on medic"
86, No Fortunate Son (Pike Logan #7), Brad Taylor, https://www.goodreads.com/author/show/1279042.Brad_Taylor, https://images.gr-assets.com/authors/1418964617p5/1279042.jpg, , http://www.bradtaylorbooks.com," Brad Taylor served for more than twenty-one years in the U.S. Army, retiring in 2010 as a Special Forces Lieutenant colonel. During that time he held numerous infantry and special operations positions, including eight years in 1st Special Forces Operations Detachment—Delta, popularly known as the Delta Force, where he commanded multiple troops and a squadron. He has conducted operations in support of U.S. national interests in Iraq, Afghanistan, and other classified locations. His final military post was as Assistant Professor of Military Science at The Citadel. He holds a master's of science in defense analysis with a concentration in irregular warfare from the Naval Postgraduate School in Monterey, CA. When not writing, Brad serves as a s"
87, Hush Hush (Tess Monaghan #12), Laura Lippman, https://www.goodreads.com/author/show/60459.Laura_Lippman, https://images.gr-assets.com/authors/1518016192p5/60459.jpg," Atlanta, GA, The United States", http://www.lauralippman.com/," Since Laura Lippman’s debut, she has been recognized as a distinctive voice in mystery fiction and named one of the “essential” crime writers of the last 100 years. Stephen King called her “special, even extraordinary,” and Gillian Flynn wrote, “She is simply a brilliant novelist.” Her books have won most of the major awards in her field and been translated into more than twenty-five languages. She lives in Baltimore and New Orleans with her teenager."
88, Escape From Purgatory, Sephor Rud, https://www.goodreads.com/author/show/13818487.Sephor_Rud, https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png, ,,
89, Faking Delinquency, Ashley Winters, https://www.goodreads.com/author/show/7182295.Ashley_Winters, https://images.gr-assets.com/authors/1501645971p5/7182295.jpg, The United States,," Ashley Winters, twenty, is currently attending the University of Maine at Farmington and majoring in creative writing. Most of her time is spent writing or thinking about writing, and the rest is spent reading or fangirling about people who don’t actually exist. She loves God, her family, her friends, many, many fictional people, and pretty much anyone who makes a pun.Make sure to like me on Facebook!http://on.fb.me/1PwEcGcFollow me on Twitter too!http://bit.ly/1RHcA0i"
90, Ten Thousand Skies Above You (Firebird #2), Claudia Gray, https://www.goodreads.com/author/show/1192311.Claudia_Gray, https://images.gr-assets.com/authors/1234643683p5/1192311.jpg, The United States, http://www.claudiagray.com/," Claudia Gray is not my real name. I didn't choose a pseudonym because my real name is unpleasant (it isn't), because I'd always dreamed of calling myself this (I haven't) or even because I'm hiding from the remnants of that international diamond-smuggling cartel I smashed in 2003 (Interpol has taken care of them). In short, I took a pseudonym for no real reason whatsoever. Sometimes this is actually the best reason to do things.I live in New Orleans. So far, in life, I've been a disc jockey, a lawyer, a journalist and an extremely bad waitress, just to name a few. I especially like to spend time traveling, hiking, reading and listening to music. More than anything else, I enjoy writing. "
91, Zoo Story: Life in the Garden of Captives, Thomas   French, https://www.goodreads.com/author/show/28145.Thomas_French, https://images.gr-assets.com/authors/1306633221p5/28145.jpg, The United States, http://journalism.indiana.edu/about-us/faculty-...," Librarian Note:There is more than one author in the Goodreads database with this name.Thomas French, a Pulitzer prize-winning reporter, has spent the past quarter century redefining the possibilities of journalistic storytelling, both in his writing and in his teaching around the world.French grew up in Indiana and attended journalism school at Indiana University’s Bloomington campus, where he was a Poynter scholar and editor-in-chief at the Indiana Daily Student, and where he won a Hearst award for a profile of a giant hog at the Indiana State Fair. An editor at the St. Petersburg Times read the hog story and hired French, just as he was graduating from IU, as a night cops reporter.French spent the next 27 years at the Times, covering hurr"
92, Redeployment, Phil Klay, https://www.goodreads.com/author/show/7114556.Phil_Klay, https://images.gr-assets.com/authors/1601311798p5/7114556.jpg, The United Kingdom, http://www.philklay.com," Phil Klay is a veteran of the US Marine Corps. His short story collection Redeployment won the 2014 National Book Award for Fiction and the National Book Critics’ Circle John Leonard Prize for best debut work in any genre, and was selected as one of the 10 Best Books of 2014 by The New York Times. His nonfiction work won the George W. Hunt, S.J., Prize for Journalism, Arts & Letters in the category of Cultural & Historical Criticism in 2018. His writing has appeared in The New York Times, The Washington Post, The Wall Street Journal, The Atlantic, The New Yorker, and the Brookings Institution’s Brookings Essay series. He currently teaches fiction at Fairfield University."
93, Blueprints, Barbara Delinsky, https://www.goodreads.com/author/show/36492.Barbara_Delinsky, https://images.gr-assets.com/authors/1432833006p5/36492.jpg, The United States, http://barbaradelinsky.com/," I was born and raised in suburban Boston. My mother’s death, when I was eight, was the defining event of a childhood that was otherwise ordinary. I took piano lessons and flute lessons. I took ballroom dancing lessons. I went to summer camp through my fifteenth year (in Maine, which explains the setting of so many of my stories), then spent my sixteenth summer learning to type and to drive (two skills that have served me better than all of my other high school courses combined). I earned a B.A. in Psychology at Tufts University and an M.A. in Sociology at Boston College. The motivation behind the M.A. was sheer greed. My husband was just starting law school. We needed the money. Following graduate school, I worked as a researcher with the M"
94, The Empty Throne (The Saxon Stories #8), Bernard Cornwell, https://www.goodreads.com/author/show/12542.Bernard_Cornwell, https://images.gr-assets.com/authors/1504578807p5/12542.jpg," London, England, The United Kingdom", http://www.bernardcornwell.net/," Cornwell was born in London in 1944. His father was a Canadian airman, and his mother, who was English, a member of the Women's Auxiliary Air Force. He was adopted and brought up in Essex by the Wiggins family, who were members of the Peculiar People, a strict Protestant sect who banned frivolity of all kinds and even medicine. After he left them, he changed his name to his birth mother's maiden name, Cornwell.Cornwell was sent away to Monkton Combe School, attended the University of London, and after graduating, worked as a teacher. He attempted to enlist in the British armed services at least three times but was rejected on the grounds of myopia.He then joined BBC's Nationwide and was promoted to become head of current affairs at BBC Nort"
95, The Mime Order (The Bone Season #2), Samantha    Shannon, https://www.goodreads.com/author/show/5830526.Samantha_Shannon, https://images.gr-assets.com/authors/1612003995p5/5830526.jpg," London, The United Kingdom", http://www.samanthashannon.co.uk," Samantha Shannon studied English Language and Literature at St. Anne’s College, Oxford. The Bone Season, the first in a seven-book series, was a New York Times bestseller and the inaugural Today Book Club selection. Her next novel, The Priory of the Orange Tree, was published in February 2019 and became a New York Times and Sunday Times bestseller. Her work has been translated into twenty-six languages. She lives in London."
96, Double Fudge Brownie Murder (Hannah Swensen #18), Joanne Fluke, https://www.goodreads.com/author/show/18819.Joanne_Fluke, https://images.gr-assets.com/authors/1342377754p5/18819.jpg, The United States, http://www.murdershebaked.com/," Like Hannah Swensen, Joanne Fluke grew up in a small town in rural Minnesota where her neighbors were friendly, the winters were fierce, and the biggest scandal was the spotting of unidentified male undergarments on a young widow's clothesline. She insists that there really are 10,000 lakes and the mosquito is NOT the state bird.While pursuing her writing career, Joanne has worked as: a public school teacher, a psychologist, a musician, a private detective's assistant, a corporate, legal, and pharmaceutical secretary, a short order cook, a florist's assistant, a caterer and party planner, a computer consultant on a now-defunct operating system, a production assistant on a TV quiz show, half of a screenwriting team with her husband, and a mo"
97, Leaving Berlin, Joseph Kanon, https://www.goodreads.com/author/show/12984.Joseph_Kanon, https://images.gr-assets.com/authors/1442449218p5/12984.jpg, The United States, http://www.josephkanon.com/,
98, Bahia de los Misterios, Roberto Ampuero, https://www.goodreads.com/author/show/38312.Roberto_Ampuero, https://images.gr-assets.com/authors/1263207764p5/38312.jpg," Valparaiso, Chile",," Roberto Ampuero is a Chilean author, columnist, and a university professor. In Chile his works have sold more than 40 editions. Ampuero now resides in Iowa where he is a professor at the University of Iowa in the Department of Spanish and Portuguese.He was a columnist of La Tercera and the New York Times Syndicate and since March of 2009 has been working as a columnist for El Mercurio."
99, El arbol de la vida (Trilogia del Malamor #3), Jose Ignacio Valenzuela, https://www.goodreads.com/author/show/5009671.Jos_Ignacio_Valenzuela, https://images.gr-assets.com/authors/1481490610p5/5009671.jpg," Santiago de Chile, Chile",,
100, The Iron King (The Iron Fey #1), Julie Kagawa, https://www.goodreads.com/author/show/2995873.Julie_Kagawa, https://images.gr-assets.com/authors/1257816454p5/2995873.jpg, , http://www.juliekagawa.com,
101, Piranha (Oregon Files #10), Clive Cussler, https://www.goodreads.com/author/show/18411.Clive_Cussler, https://images.gr-assets.com/authors/1225620641p5/18411.jpg," Alhambra, The United States", http://www.cusslerbooks.com/," Cussler began writing novels in 1965 and published his first work featuring his continuous series hero, Dirk Pitt, in 1973. His first non-fiction, The Sea Hunters, was released in 1996. The Board of Governors of the Maritime College, State University of New York, considered The Sea Hunters in lieu of a Ph.D. thesis and awarded Cussler a Doctor of Letters degree in May, 1997. It was the first time since the College was founded in 1874 that such a degree was bestowed. Cussler was an internationally recognized authority on shipwrecks and the founder of the National Underwater and Marine Agency, (NUMA) a 501C3 non-profit organization (named after the fictional Federal agency in his novels) that dedicates itself to preserving American maritime a"
